sample_idx,i,q
539,18,-11
540,23,-4
541,28,3
542,-30,10
543,-25,-12
544,-20,-5
545,-15,2
546,-10,9
547,-5,-13
548,0,-6
549,5,1
550,10,8
551,15,-14
552,20,-7
553,25,0
554,30,7
555,-28,14
556,-23,-8
557,-18,-1
558,-13,6
559,-8,13
560,-3,-9
561,2,-2
562,7,5
563,12,12
564,17,-10
565,22,-3
566,27,4
567,-31,11
568,-26,-11
569,-21,-4
570,-16,3
571,-11,10
572,-6,-12
573,-1,-5
574,4,2
575,9,9
576,14,-13
577,19,-6
578,24,1
579,29,8
580,-29,-14
581,-24,-7
582,-19,0
583,-14,7
584,-9,14
585,-4,-8
586,1,-1
587,6,6
588,11,13
589,16,-9
590,21,-2
591,26,5
592,31,12
593,-27,-10
594,-22,-3
595,-17,4
596,-12,11
597,-7,-11
598,-2,-4
599,3,3
600,8,10
601,13,-12
602,18,-5
603,23,2
604,28,9
605,-30,-13
606,-25,-6
607,-20,1
608,-15,8
609,-10,-14
610,-5,-7
611,0,0
612,5,7
613,10,14
614,15,-8
615,20,-1
616,25,6
617,30,13
618,-28,-9
619,-23,-2
620,-18,5
621,-13,12
622,-8,-10
623,-3,-3
624,2,4
625,7,11
626,12,-11
627,17,-4
628,22,3
629,27,10
630,-31,-12
631,-26,-5
632,-21,2
633,-16,9
634,-11,-13
635,-6,-6
636,-1,1
637,4,8
638,9,-14
639,14,-7
640,19,0
641,24,7
642,29,14
643,-29,-8
644,-24,-1
645,-19,6
646,-14,13
647,-9,-9
648,-4,-2
649,1,5
650,6,12
651,11,-10
652,16,-3
653,21,4
654,26,11
655,31,-11
656,-27,-4
657,-22,3
658,-17,10
659,-12,-12
660,-7,-5
661,-2,2
662,3,9
663,8,-13
664,13,-6
665,18,1
666,23,8
667,28,-14
668,-30,-7
669,-25,0
670,-20,7
671,-15,14
672,-10,-8
673,-5,-1
674,0,6
675,5,13
676,10,-9
677,15,-2
678,20,5
679,25,12
680,30,-10
681,-28,-3
682,-23,4
683,-18,11
684,-13,-11
685,-8,-4
686,-3,3
687,2,10
688,7,-12
689,12,-5
690,17,2
691,22,9
692,27,-13
693,-31,-6
694,-26,1
695,-21,8
696,-16,-14
697,-11,-7
698,-6,0
699,-1,7
700,4,14
701,9,-8
702,14,-1
703,19,6
704,24,13
705,29,-9
706,-29,-2
707,-24,5
708,-19,12
709,-14,-10
710,-9,-3
711,-4,4
712,1,11
713,6,-11
714,11,-4
715,16,3
716,21,10
717,26,-12
718,31,-5
719,-27,2
720,-22,9
721,-17,-13
722,-12,-6
723,-7,1
724,-2,8
725,3,-14
726,8,-7
727,13,0
728,18,7
729,23,14
730,28,-8
731,-30,-1
732,-25,6
733,-20,13
734,-15,-9
735,-10,-2
736,-5,5
737,0,12
738,5,-10
739,10,-3
740,15,4
741,20,11
742,25,-11
743,30,-4
744,-28,3
745,-23,10
746,-18,-12
747,-13,-5
748,-8,2
749,-3,9
750,2,-13
751,7,-6
752,12,1
753,17,8
754,22,-14
755,27,-7
756,-31,0
757,-26,7
758,-21,14
759,-16,-8
760,-11,-1
761,-6,6
762,-1,13
763,4,-9
764,9,-2
765,14,5
766,19,12
767,24,-10
768,29,-3
769,-29,4
770,-24,11
771,-19,-11
772,-14,-4
773,-9,3
774,-4,10
775,1,-12
776,6,-5
777,11,2
778,16,9
779,21,-13
780,26,-6
781,31,1
782,-27,8
783,-22,-14
784,-17,-7
785,-12,0
786,-7,7
787,-2,14
788,3,-8
789,8,-1
790,13,6
791,18,13
792,23,-9
793,28,-2
794,-30,5
795,-25,12
796,-20,-10
797,-15,-3
798,-10,4
799,-5,11
800,0,-11
801,5,-4
802,10,3
803,15,10
804,20,-12
805,25,-5
806,30,2
807,-28,9
808,-23,-13
809,-18,-6
810,-13,1
811,-8,8
812,-3,-14
813,2,-7
814,7,0
815,12,7
816,17,14
817,22,-8
818,27,-1
819,-31,6
820,-26,13
821,-21,-9
822,-16,-2
823,-11,5
824,-6,12
825,-1,-10
826,4,-3
827,9,4
828,14,11
829,19,-11
830,24,-4
831,29,3
832,-29,10
833,-24,-12
834,-19,-5
835,-14,2
836,-9,9
837,-4,-13
838,1,-6
839,6,1
840,11,8
841,16,-14
842,21,-7
843,26,0
844,31,7
845,-27,14
846,-22,-8
847,-17,-1
848,-12,6
849,-7,13
850,-2,-9
851,3,-2
852,8,5
853,13,12
854,18,-10
855,23,-3
856,28,4
857,-30,11
858,-25,-11
859,-20,-4
860,-15,3
861,-10,10
862,-5,-12
863,0,-5
864,5,2
865,10,9
866,15,-13
867,20,-6
868,25,1
869,30,8
870,-28,-14
871,-23,-7
872,-18,0
873,-13,7
874,-8,14
875,-3,-8
876,2,-1
877,7,6
878,12,13
879,17,-9
880,22,-2
881,27,5
882,-31,12
883,-26,-10
884,-21,-3
885,-16,4
886,-11,11
887,-6,-11
888,-1,-4
889,4,3
890,9,10
891,14,-12
892,19,-5
893,24,2
894,29,9
895,-29,-13
896,-24,-6
897,-19,1
898,-14,8
899,-9,-14
900,-4,-7
901,1,0
902,6,7
903,11,14
904,16,-8
905,21,-1
906,26,6
907,31,13
908,-27,-9
909,-22,-2
910,-17,5
911,-12,12
912,-7,-10
913,-2,-3
914,3,4
915,8,11
916,13,-11
917,18,-4
918,23,3
919,28,10
920,-30,-12
921,-25,-5
922,-20,2
923,-15,9
924,-10,-13
925,-5,-6
926,0,1
927,5,8
928,10,-14
929,15,-7
930,20,0
931,25,7
932,30,14
933,-28,-8
934,-23,-1
935,-18,6
936,-13,13
937,-8,-9
938,-3,-2
939,2,5
940,7,12
941,12,-10
942,17,-3
943,22,4
944,27,11
945,-31,-11
946,-26,-4
947,-21,3
948,-16,10
949,-11,-12
950,-6,-5
951,-1,2
952,4,9
953,9,-13
954,14,-6
955,19,1
956,24,8
957,29,-14
958,-29,-7
959,-24,0
960,-19,7
961,-14,14
962,-9,-8
963,-4,-1
964,1,6
965,6,13
966,11,-9
967,16,-2
968,21,5
969,26,12
970,31,-10
971,-27,-3
972,-22,4
973,-17,11
974,-12,-11
975,-7,-4
976,-2,3
977,3,10
978,8,-12
979,13,-5
980,18,2
981,23,9
982,28,-13
983,-30,-6
984,-25,1
985,-20,8
986,-15,-14
987,-10,-7
988,-5,0
989,0,7
990,5,14
991,10,-8
992,15,-1
993,20,6
994,25,13
995,30,-9
996,-28,-2
997,-23,5
998,-18,12
999,-13,-10
1000,-8,-3
1001,-3,4
1002,2,11
1003,7,-11
1004,12,-4
1005,17,3
1006,22,10
1007,27,-12
1008,-31,-5
1009,-26,2
1010,-21,9
1011,-16,-13
1012,-11,-6
1013,-6,1
1014,-1,8
1015,4,-14
1016,9,-7
1017,14,0
1018,19,7
1019,24,14
1020,29,-8
1021,-29,-1
1022,-24,6
1023,-19,13
