sample_idx,i,q
147,8569,-29585
148,-30372,13677
149,19391,22232
150,-23410,-21894
151,-27100,18415
152,20904,-13990
153,30360,-12684
154,17106,10830
155,20935,-25468
156,28631,10805
157,-5647,25418
158,-11869,12865
159,13584,-3911
160,8379,-4050
161,12125,17373
162,13967,4301
163,14090,-27204
164,-18219,5417
165,-27316,20633
166,26,-10679
167,28842,28021
168,15366,16430
169,-21990,4853
170,-28410,16491
171,5443,-27581
172,5458,23552
173,11427,21070
174,-16886,26861
175,-3335,-24339
176,13043,-27409
177,-22374,-23697
178,-20495,-6595
179,-4010,-4961
180,-16352,4077
181,27492,-24757
182,-20323,-19570
183,-6573,20423
184,20805,-2098
185,-30252,20181
186,11017,-32282
187,-31848,3381
188,28060,28307
189,-25284,5385
190,-22815,-19262
191,7118,14270
192,22757,-7931
193,-4170,11035
194,-2269,-30847
195,22040,8906
196,632,-30658
197,-2578,16041
198,-13525,-1776
199,-9017,-24789
200,-11279,2794
201,4511,-28392
202,18479,10050
203,14546,32511
204,11708,17655
205,28083,4834
206,24059,-26042
207,27838,13096
208,-30013,10562
209,-6959,-29551
210,5471,19156
211,-2500,1226
212,11753,-4859
213,31943,18886
214,-22706,-5796
215,-10932,-1244
216,29696,-20865
217,-4795,-11711
218,-5435,22644
219,24327,-20520
220,-30034,-5421
221,-24936,32049
222,-24466,-17263
223,32080,27317
224,-26910,27420
225,-6392,-26785
226,25633,-2383
227,-7587,145
228,-31209,-12212
229,-5283,-29666
230,-27277,-16929
231,5966,-26508
232,-2124,-17155
233,-9413,20171
234,22885,25885
235,26892,-29936
236,-305,-12980
237,-3438,31495
238,27361,2588
239,24806,8277
240,22719,-32405
241,9467,-989
242,2086,32003
243,30465,-8180
244,-13617,-26409
245,-12711,-2497
246,-26121,30343
247,-6342,-10366
248,1204,19590
249,-25957,19585
250,-10844,-19121
251,-5084,-3712
252,32072,14129
253,31266,-5865
254,-25187,-20251
255,-5791,30637
256,18721,9879
257,7488,23950
258,13467,-31114
259,23451,-15277
260,-9429,135
261,13127,-28348
262,9157,32311
263,-28460,-17272
264,10796,-8239
265,-29427,-18743
266,-17712,-25858
267,-25538,-17533
268,-17578,-13068
269,29542,8810
270,23638,-14337
271,-13577,-9026
272,29719,-32379
273,-24816,-8801
274,-20937,2220
275,-2975,-22151
276,-29179,6385
277,-5839,-13556
278,4582,8654
279,18263,-31052
280,17365,25401
281,32726,-31712
282,1899,-24448
283,21734,18164
284,14631,-29761
285,17616,13828
286,-13545,30870
287,4344,24358
288,20204,13773
289,2963,30048
290,23268,-4600
291,267,24436
292,-16265,-9440
293,-25461,28164
294,-15878,-23018
295,7734,28837
296,-2596,21804
297,15765,22679
298,-8067,-24647
299,17718,6323
300,-11734,-31694
301,31221,14495
302,-13188,-32261
303,23842,-27210
304,-4600,-17990
305,-16716,24584
306,30006,-8941
307,-7101,2618
308,14404,4463
309,-21893,-17993
310,30420,4728
311,-23682,10548
312,24603,-13223
313,-31801,-5333
314,-12002,-3075
315,-1573,28334
316,14200,5733
317,12969,29376
318,-14610,3672
319,-27864,36
320,-26401,-32537
321,-32767,-1253
322,17336,28013
323,-23878,-19768
324,20613,-29355
325,-14616,-6110
326,-21261,-8363
327,-2367,23406
328,15584,-31025
329,22729,27534
330,1384,11855
331,-13765,26491
332,-4966,7047
333,29810,20444
334,19761,-10778
335,-7714,-9859
336,12847,-7218
337,-4875,16698
338,18293,-8567
339,-14046,-16894
340,-5575,28683
341,7843,26739
342,-22657,-9910
343,15011,8823
344,10912,-14822
345,31869,-19261
346,14551,-10726
347,8124,-11332
348,5734,25052
349,9914,21122
350,30046,13737
351,-25560,30103
352,25430,-5077
353,-11677,-16710
354,-32470,-25075
355,-17378,-13039
356,1679,-23248
357,3510,-26727
358,3099,6745
359,5940,-8901
360,-30660,4231
361,32717,-20229
362,-4825,11593
363,-22312,-18645
364,-18159,-14548
365,14527,15844
366,-10929,3914
367,4111,-10825
368,29684,2817
369,-2272,12712
370,3954,27009
371,-12436,5289
372,14947,-17519
373,14461,16167
374,-6966,18203
375,-8062,-19635
376,11459,21009
377,11443,-2299
378,22779,18334
379,30788,-17205
380,-13293,-10973
381,-10470,29733
382,-9014,10342
383,4837,17883
384,-13910,12345
385,6260,-19379
386,2055,-1921
387,-20100,20248
388,18138,11471
389,17469,-32373
390,-26704,-27040
391,5908,-10041
392,9036,29121
393,-26203,-578
394,-18458,-15062
395,15137,-9148
396,-17656,-18963
397,-20255,-5165
398,-26263,-18479
399,1811,22659
400,32372,-2866
401,-1174,-14431
402,19336,28369
403,21697,-12167
404,1163,26851
405,-22154,-29923
406,-23169,13573
407,15221,-1056
408,18621,-3656
409,-5178,-30388
410,2842,-30102
411,-2575,-10961
412,-5241,29302
413,21411,7710
414,-6782,-8594
415,11552,7338
416,-28929,-19259
417,-24608,-21951
418,-17646,-9056
419,6751,23812
420,-5901,616
421,14732,-13311
422,-17206,29507
423,30749,20707
424,6572,-11602
425,25914,30939
426,-24433,31939
427,-16632,-5987
428,-1450,10218
429,5610,-6184
430,10698,-15903
431,-31751,-27352
432,21201,-15493
433,16629,-14977
434,31647,-6643
435,-16009,-20652
436,11787,29741
437,12241,-26026
438,198,8205
439,-24384,-3821
440,-15743,-5013
441,32652,-8390
442,29258,24137
443,16194,-14387
444,12125,-31420
445,25554,27400
446,-15438,23886
447,-23208,-14621
448,-24022,1539
449,-767,-25619
450,29849,-26646
451,-891,22116
452,19342,-5881
453,20560,10598
454,-12371,29045
455,-6706,-16704
456,-24978,-31906
457,12745,-31186
458,31346,13722
459,-13629,27823
460,16153,-2142
461,4108,-8185
462,-22796,2808
463,22538,23521
464,-18218,9971
465,-14182,-17500
466,-4353,17994
467,2326,-23946
468,22411,-21918
469,-3343,7384
470,-1474,-17120
471,-25384,13420
472,26909,-9862
473,-12327,-14587
474,-5224,32697
475,17697,-30107
476,-12443,9556
477,-19349,-30232
478,3335,17053
479,3305,-17689
480,-25739,-26881
481,23890,9728
482,-26964,15243
483,28348,11671
484,29051,-29367
485,27105,-13481
486,23387,-3206
487,16151,-13953
488,19549,20349
489,-11981,-24176
490,-25935,7351
491,-7592,31995
492,-23958,26381
493,20502,-18209
494,-29617,-32763
495,32598,31496
496,-3862,25081
497,32140,27490
498,10947,-5538
499,29659,16031
500,4371,-18820
501,10915,-7058
502,25330,23039
503,-15473,-24405
504,-22143,25812
505,28277,-229
506,-81,-4844
507,-30143,-12738
508,-14032,27318
509,-13777,1154
510,-24550,19924
511,29034,23439
512,-19780,27681
513,2090,-12886
514,-29389,-10499
515,11242,6230
516,28687,-3846
517,2069,28366
518,9217,-6714
519,22490,-1457
520,14625,7679
521,-19687,-6243
522,-30181,32275
523,31401,-26290
524,3968,-18311
525,18159,-11623
526,-5079,-23087
527,-7643,-14142
528,-20622,18300
529,23331,1500
530,21580,-30543
531,-25833,31629
532,-1709,7602
533,8157,-28906
534,27711,10562
535,-11341,-7972
536,2256,-23877
537,-6073,4172
538,-19313,14881
539,-3409,11214
540,-28442,-16547
541,25095,1629
542,21046,2468
543,-7416,14208
544,-4912,-9184
545,514,19512
546,18740,8383
547,31852,-30256
548,-21939,3046
549,24601,23718
550,-17107,4428
551,25115,-21245
552,-21250,680
553,3565,16839
554,14056,-25553
555,14257,20781
556,3093,-21792
557,32448,2233
558,8862,-7488
559,20528,-16475
560,-18218,9662
561,-26281,-30318
562,12800,17042
563,3291,1765
564,-20167,24626
565,-21757,1357
566,28358,-30473
567,-30910,-23357
568,-8899,19372
569,-32323,-526
570,-14052,-3810
571,21867,-11900
572,-15140,-14120
573,-13299,30532
574,-8106,-4393
575,13901,25166
576,-18450,9710
577,-2809,23489
578,-30916,23098
579,-5761,29904
580,-28917,12972
581,-11542,20014
582,-26129,15278
583,31068,6896
584,-31779,14244
585,6787,14139
586,-27611,-30088
587,-8071,1055
588,19165,19179
589,-15080,-16846
590,22747,-2285
591,-2369,-4261
592,-23156,-6371
593,-17393,-24784
594,-3240,1685
595,24355,-3523
596,-23906,10708
597,-19959,3238
598,814,-30963
599,20039,-30677
600,18729,13196
601,11111,13604
602,-21885,30142
603,9122,24687
604,19765,-2094
605,5831,8251
606,6944,-2807
607,25701,-18157
608,-29927,-8083
609,-25837,-25960
610,21804,10913
611,-11867,-20184
612,5375,-1608
613,-9015,30633
614,-10044,-30693
615,14993,-22825
616,-14857,-13201
617,912,28954
618,19951,26793
619,31555,-22152
620,-29908,31530
621,-2439,16432
622,4212,2619
623,-20522,28292
624,6632,24943
625,11399,-7123
626,24034,10246
627,25318,9659
628,17688,-11340
629,-4822,-21012
630,8357,-2176
631,3812,-15514
632,-30445,-9499
633,-25632,29762
634,24517,-2547
635,-6691,12117
636,-3737,-10733
637,3814,32496
638,-17254,10404
639,12356,-19923
640,4102,-26334
641,-29474,29044
642,14628,29148
643,2925,7951
644,2189,-31655
645,32337,-17988
646,-19253,19744
647,-11607,24606
648,11803,-3016
649,-15610,-8814
650,30470,-14797
651,20780,-25103
652,-13375,-25183
653,29941,29661
654,12391,20226
655,-6474,-21970
656,30340,-19199
657,-15415,10194
658,17304,17345
659,8673,20336
660,18165,-22064
661,-1914,31727
662,1187,-17839
663,-31854,5859
664,17516,5741
665,-27762,30629
666,-8403,10332
667,-8868,5564
668,27241,1230
669,-19711,17344
670,27440,-25818
671,-25299,-32631
672,16237,29654
673,-23202,-88
674,24407,-11251
675,12065,-8648
676,30057,19912
677,-28601,-7709
678,-16468,17705
679,2769,-3902
680,-18589,22549
681,-22392,-27774
682,22707,-1237
683,13098,-2173
684,-14861,-15446
685,-7305,29072
686,18345,26543
687,6144,-3697
688,-4607,-26401
689,19108,-19217
690,-28278,-14976
691,-8779,-1035
692,-2667,-10593
693,21883,17965
694,1516,-1572
695,28872,24272
696,-27713,32491
697,32723,-18361
698,32097,7318
699,20242,22773
700,24599,29179
701,23980,-13757
702,-22864,14879
703,28129,-31784
704,11510,24847
705,6363,-28578
706,32037,15295
707,-16109,32414
708,32309,77
709,32502,-19050
710,27433,6202
711,-16499,8136
712,-32192,11014
713,-4827,-21456
714,27135,26130
715,19039,7929
716,-17279,-29913
717,-9557,12061
718,11,-19918
719,-6902,-30977
720,27405,3339
721,-5005,20533
722,-14529,23589
723,-2490,-25984
724,7052,10685
725,2004,13767
726,23694,-13467
727,-12452,30891
728,30709,-14504
729,17546,-28182
730,-12569,1263
731,12891,12734
732,32605,-16734
733,28345,-10579
734,11826,4169
735,-21255,25341
736,-15814,16208
737,-7928,-19033
738,8875,-16268
739,1114,1565
740,-7007,17626
741,-12498,7783
742,-22962,86
743,16127,6365
744,-15595,16781
745,-26146,2430
746,-16233,26067
747,-25841,29299
748,19657,27220
749,-16228,16680
750,-23326,-16626
751,-14582,-7519
752,27975,-14418
753,7370,10332
754,20928,-11520
755,27032,16671
756,25103,-25330
757,16747,18046
758,-6574,5629
759,3955,21980
760,-10863,-4531
761,-13713,8189
762,1581,3565
763,-21376,31173
764,23522,16742
765,595,2936
766,25938,-21363
767,-25394,26484
768,-22232,-19279
769,-3251,9833
770,8338,28604
771,9962,-18116
772,26677,-17962
773,21277,23056
774,13215,21473
775,2093,-9719
776,-676,-15395
777,3489,-24420
778,20460,31977
779,-13726,21977
780,25163,26174
781,-8259,896
782,-13190,-25272
783,22104,-29323
784,12060,-11103
785,15929,27546
786,22150,29332
787,-4465,22358
788,583,-22369
789,2230,-5248
790,-3622,-16631
791,-20116,-19311
792,-24091,12112
793,-13246,-911
794,32149,-11475
795,-28635,-26201
796,10558,2933
797,3343,-10026
798,-24703,-7138
799,6778,-12419
800,-19326,-7393
801,9452,3660
802,15822,-31842
803,28812,22783
804,7168,27650
805,24940,3311
806,-23152,-15203
807,24014,32128
808,-22189,-7655
809,-14844,12691
810,20183,12448
811,7607,-4306
812,2567,-19716
813,19877,30577
814,-14885,-28594
815,27966,-974
816,-14874,-18303
817,-17053,-13503
818,-8035,21530
819,16050,-8699
820,-5743,-27306
821,15403,-19903
822,25459,23617
823,32393,31262
824,23710,-15206
825,23160,11495
826,-5131,-27447
827,-14557,14645
828,24211,-5477
829,31528,27404
830,-14337,-12352
831,28249,28931
832,8976,212
833,2186,-9903
834,-1016,9635
835,31978,-16401
836,-12541,-17711
837,-27754,-19901
838,6869,30139
839,9672,-465
840,2456,16489
841,16019,-1705
842,-29770,5737
843,28418,5514
844,3789,31449
845,-29552,11038
846,32304,-17055
847,-30654,-31773
848,19005,-18437
849,-2974,-2916
850,-11138,-6985
851,4656,20468
852,-5187,18714
853,-22429,-26930
854,-5003,29622
855,12964,1799
856,28578,6317
857,12358,-6223
858,20778,9797
859,18256,24335
860,-32468,11399
861,31256,30808
862,20839,13180
863,-11679,21084
864,19770,-29817
865,-13484,11317
866,-23908,10141
867,-18527,-26100
868,-27569,22438
869,-2209,7482
870,10645,-26324
871,2245,6190
872,1538,-1415
873,-9223,-17479
874,1365,-31474
875,-7752,-8811
876,-3013,7854
877,-9227,-11189
878,29521,-12632
879,22238,16457
880,-20336,16949
881,2504,14337
882,28892,-26137
883,5544,1059
884,-15585,3787
885,9291,16043
886,-14905,26422
887,21709,-8583
888,20270,-4676
889,9723,15254
890,18501,10658
891,-22142,3792
892,-17332,-9822
893,-11213,-19966
894,-26498,-20723
895,20866,-27422
896,7965,-27447
897,-32681,22662
898,-11035,-7624
899,9270,-28788
900,11836,25980
901,13740,-18136
902,27438,-15197
903,-24906,-20022
904,-7663,30638
905,-19367,-25393
906,21444,14559
907,-30294,28317
908,-21585,11010
909,-905,23509
910,-30152,-16879
911,176,11398
912,31842,13164
913,27998,-2731
914,-20271,24284
915,-4373,12739
916,-5279,25878
917,-23257,16594
918,23868,1329
919,12248,-86
920,28968,-3033
921,20667,-31350
922,-2271,2303
923,-12270,-5049
924,1397,-22444
925,11041,-24965
926,-7506,-3320
927,-15217,-30153
928,25187,31888
929,7797,-7988
930,8269,-7727
931,5267,-29418
932,23525,-4806
933,13195,-31737
934,4055,-30796
935,3398,-10545
936,32190,21035
937,-1920,-2699
938,2334,-31796
939,13946,-22072
940,32660,15723
941,3060,15616
942,16211,16680
943,-21266,-9721
944,23017,-9682
945,-8582,19796
946,10441,-6676
947,-2376,14889
948,16018,5316
949,-28565,-8891
950,-18856,-27525
951,4087,-25158
952,18694,25530
953,10945,-3124
954,-395,32375
955,-5708,-8920
956,-23120,-16387
957,22519,-9796
958,-24834,-10284
959,29109,9001
960,-12337,-31934
961,24873,17253
962,878,-5478
963,-32568,-4441
964,8150,-1238
965,-32483,-3329
966,-19573,-166
967,13234,-10099
968,-32767,-3058
969,24329,-6249
970,-18580,1195
971,15011,8078
972,-9117,-16972
973,25230,552
974,2568,6201
975,-13711,-31658
976,24262,1343
977,-11954,-17086
978,-24080,-6257
979,23652,21399
980,19307,-11388
981,11198,-1100
982,20465,-31147
983,11742,-12534
984,26169,9156
985,-23891,-12114
986,13363,-19281
987,12524,-13720
988,11867,29778
989,-17255,-27080
990,-3332,-2402
991,12273,-28942
992,14517,2533
993,5630,-23198
994,-22130,8787
995,31731,-15441
996,-16235,12511
997,19035,-10018
998,19656,-32495
999,-2469,-13442
1000,16113,-27401
1001,-15056,-326
1002,11037,-13836
1003,19861,9174
1004,10064,-5
1005,26424,-30406
1006,-19783,-11887
1007,29354,-718
1008,13351,4731
1009,28254,-25896
1010,-19153,9828
1011,2207,-10244
1012,-28811,-20781
1013,-18145,20009
1014,26860,-28271
1015,4789,28165
1016,-31227,13517
1017,-2025,-1600
1018,-17815,-32037
1019,8663,-7201
1020,872,9555
1021,-9795,23521
1022,-15482,7717
1023,-8599,-6704
