sample_idx,i,q
492,61,-30
493,61,-30
494,61,-30
495,61,-30
496,62,-31
497,62,-31
498,62,-31
499,62,-31
500,62,-31
501,62,-31
502,62,-31
503,62,-31
504,63,-31
505,63,-31
506,63,-31
507,63,-31
508,63,-31
509,63,-31
510,63,-31
511,63,-31
512,64,-32
513,64,-32
514,64,-32
515,64,-32
516,64,-32
517,64,-32
518,64,-32
519,64,-32
520,65,-32
521,65,-32
522,65,-32
523,65,-32
524,65,-32
525,65,-32
526,65,-32
527,65,-32
528,66,-33
529,66,-33
530,66,-33
531,66,-33
532,66,-33
533,66,-33
534,66,-33
535,66,-33
536,67,-33
537,67,-33
538,67,-33
539,67,-33
540,67,-33
541,67,-33
542,67,-33
543,67,-33
544,68,-34
545,68,-34
546,68,-34
547,68,-34
548,68,-34
549,68,-34
550,68,-34
551,68,-34
552,69,-34
553,69,-34
554,69,-34
555,69,-34
556,69,-34
557,69,-34
558,69,-34
559,69,-34
560,70,-35
561,70,-35
562,70,-35
563,70,-35
564,70,-35
565,70,-35
566,70,-35
567,70,-35
568,71,-35
569,71,-35
570,71,-35
571,71,-35
572,71,-35
573,71,-35
574,71,-35
575,71,-35
576,72,-36
577,72,-36
578,72,-36
579,72,-36
580,72,-36
581,72,-36
582,72,-36
583,72,-36
584,73,-36
585,73,-36
586,73,-36
587,73,-36
588,73,-36
589,73,-36
590,73,-36
591,73,-36
592,74,-37
593,74,-37
594,74,-37
595,74,-37
596,74,-37
597,74,-37
598,74,-37
599,74,-37
600,75,-37
601,75,-37
602,75,-37
603,75,-37
604,75,-37
605,75,-37
606,75,-37
607,75,-37
608,76,-38
609,76,-38
610,76,-38
611,76,-38
612,76,-38
613,76,-38
614,76,-38
615,76,-38
616,77,-38
617,77,-38
618,77,-38
619,77,-38
620,77,-38
621,77,-38
622,77,-38
623,77,-38
624,78,-39
625,78,-39
626,78,-39
627,78,-39
628,78,-39
629,78,-39
630,78,-39
631,78,-39
632,79,-39
633,79,-39
634,79,-39
635,79,-39
636,79,-39
637,79,-39
638,79,-39
639,79,-39
640,80,-40
641,80,-40
642,80,-40
643,80,-40
644,80,-40
645,80,-40
646,80,-40
647,80,-40
648,81,-40
649,81,-40
650,81,-40
651,81,-40
652,81,-40
653,81,-40
654,81,-40
655,81,-40
656,82,-41
657,82,-41
658,82,-41
659,82,-41
660,82,-41
661,82,-41
662,82,-41
663,82,-41
664,83,-41
665,83,-41
666,83,-41
667,83,-41
668,83,-41
669,83,-41
670,83,-41
671,83,-41
672,84,-42
673,84,-42
674,84,-42
675,84,-42
676,84,-42
677,84,-42
678,84,-42
679,84,-42
680,85,-42
681,85,-42
682,85,-42
683,85,-42
684,85,-42
685,85,-42
686,85,-42
687,85,-42
688,86,-43
689,86,-43
690,86,-43
691,86,-43
692,86,-43
693,86,-43
694,86,-43
695,86,-43
696,87,-43
697,87,-43
698,87,-43
699,87,-43
700,87,-43
701,87,-43
702,87,-43
703,87,-43
704,88,-44
705,88,-44
706,88,-44
707,88,-44
708,88,-44
709,88,-44
710,88,-44
711,88,-44
712,89,-44
713,89,-44
714,89,-44
715,89,-44
716,89,-44
717,89,-44
718,89,-44
719,89,-44
720,90,-45
721,90,-45
722,90,-45
723,90,-45
724,90,-45
725,90,-45
726,90,-45
727,90,-45
728,91,-45
729,91,-45
730,91,-45
731,91,-45
732,91,-45
733,91,-45
734,91,-45
735,91,-45
736,92,-46
737,92,-46
738,92,-46
739,92,-46
740,92,-46
741,92,-46
742,92,-46
743,92,-46
744,93,-46
745,93,-46
746,93,-46
747,93,-46
748,93,-46
749,93,-46
750,93,-46
751,93,-46
752,94,-47
753,94,-47
754,94,-47
755,94,-47
756,94,-47
757,94,-47
758,94,-47
759,94,-47
760,95,-47
761,95,-47
762,95,-47
763,95,-47
764,95,-47
765,95,-47
766,95,-47
767,95,-47
768,96,-48
769,96,-48
770,96,-48
771,96,-48
772,96,-48
773,96,-48
774,96,-48
775,96,-48
776,97,-48
777,97,-48
778,97,-48
779,97,-48
780,97,-48
781,97,-48
782,97,-48
783,97,-48
784,98,-49
785,98,-49
786,98,-49
787,98,-49
788,98,-49
789,98,-49
790,98,-49
791,98,-49
792,99,-49
793,99,-49
794,99,-49
795,99,-49
796,99,-49
797,99,-49
798,99,-49
799,99,-49
800,100,-50
801,100,-50
802,100,-50
803,100,-50
804,100,-50
805,100,-50
806,100,-50
807,100,-50
808,101,-50
809,101,-50
810,101,-50
811,101,-50
812,101,-50
813,101,-50
814,101,-50
815,101,-50
816,102,-51
817,102,-51
818,102,-51
819,102,-51
820,102,-51
821,102,-51
822,102,-51
823,102,-51
824,103,-51
825,103,-51
826,103,-51
827,103,-51
828,103,-51
829,103,-51
830,103,-51
831,103,-51
832,104,-52
833,104,-52
834,104,-52
835,104,-52
836,104,-52
837,104,-52
838,104,-52
839,104,-52
840,105,-52
841,105,-52
842,105,-52
843,105,-52
844,105,-52
845,105,-52
846,105,-52
847,105,-52
848,106,-53
849,106,-53
850,106,-53
851,106,-53
852,106,-53
853,106,-53
854,106,-53
855,106,-53
856,107,-53
857,107,-53
858,107,-53
859,107,-53
860,107,-53
861,107,-53
862,107,-53
863,107,-53
864,108,-54
865,108,-54
866,108,-54
867,108,-54
868,108,-54
869,108,-54
870,108,-54
871,108,-54
872,109,-54
873,109,-54
874,109,-54
875,109,-54
876,109,-54
877,109,-54
878,109,-54
879,109,-54
880,110,-55
881,110,-55
882,110,-55
883,110,-55
884,110,-55
885,110,-55
886,110,-55
887,110,-55
888,111,-55
889,111,-55
890,111,-55
891,111,-55
892,111,-55
893,111,-55
894,111,-55
895,111,-55
896,112,-56
897,112,-56
898,112,-56
899,112,-56
900,112,-56
901,112,-56
902,112,-56
903,112,-56
904,113,-56
905,113,-56
906,113,-56
907,113,-56
908,113,-56
909,113,-56
910,113,-56
911,113,-56
912,114,-57
913,114,-57
914,114,-57
915,114,-57
916,114,-57
917,114,-57
918,114,-57
919,114,-57
920,115,-57
921,115,-57
922,115,-57
923,115,-57
924,115,-57
925,115,-57
926,115,-57
927,115,-57
928,116,-58
929,116,-58
930,116,-58
931,116,-58
932,116,-58
933,116,-58
934,116,-58
935,116,-58
936,117,-58
937,117,-58
938,117,-58
939,117,-58
940,117,-58
941,117,-58
942,117,-58
943,117,-58
944,118,-59
945,118,-59
946,118,-59
947,118,-59
948,118,-59
949,118,-59
950,118,-59
951,118,-59
952,119,-59
953,119,-59
954,119,-59
955,119,-59
956,119,-59
957,119,-59
958,119,-59
959,119,-59
960,120,-60
961,120,-60
962,120,-60
963,120,-60
964,120,-60
965,120,-60
966,120,-60
967,120,-60
968,121,-60
969,121,-60
970,121,-60
971,121,-60
972,121,-60
973,121,-60
974,121,-60
975,121,-60
976,122,-61
977,122,-61
978,122,-61
979,122,-61
980,122,-61
981,122,-61
982,122,-61
983,122,-61
984,123,-61
985,123,-61
986,123,-61
987,123,-61
988,123,-61
989,123,-61
990,123,-61
991,123,-61
992,124,-62
993,124,-62
994,124,-62
995,124,-62
996,124,-62
997,124,-62
998,124,-62
999,124,-62
1000,125,-62
1001,125,-62
1002,125,-62
1003,125,-62
1004,125,-62
1005,125,-62
1006,125,-62
1007,125,-62
1008,126,-63
1009,126,-63
1010,126,-63
1011,126,-63
1012,126,-63
1013,126,-63
1014,126,-63
1015,126,-63
1016,127,-63
1017,127,-63
1018,127,-63
1019,127,-63
1020,127,-63
1021,127,-63
1022,127,-63
1023,127,-63
