block_idx,sample_idx,i,q
0,426,53,-26
0,427,53,-26
0,428,53,-26
0,429,53,-26
0,430,53,-26
0,431,53,-26
0,432,54,-27
0,433,54,-27
0,434,54,-27
0,435,54,-27
0,436,54,-27
0,437,54,-27
0,438,54,-27
0,439,54,-27
0,440,55,-27
0,441,55,-27
0,442,55,-27
0,443,55,-27
0,444,55,-27
0,445,55,-27
0,446,55,-27
0,447,55,-27
0,448,56,-28
0,449,56,-28
0,450,56,-28
0,451,56,-28
0,452,56,-28
0,453,56,-28
0,454,56,-28
0,455,56,-28
0,456,57,-28
0,457,57,-28
0,458,57,-28
0,459,57,-28
0,460,57,-28
0,461,57,-28
0,462,57,-28
0,463,57,-28
0,464,58,-29
0,465,58,-29
0,466,58,-29
0,467,58,-29
0,468,58,-29
0,469,58,-29
0,470,58,-29
0,471,58,-29
0,472,59,-29
0,473,59,-29
0,474,59,-29
0,475,59,-29
0,476,59,-29
0,477,59,-29
0,478,59,-29
0,479,59,-29
0,480,60,-30
0,481,60,-30
0,482,60,-30
0,483,60,-30
0,484,60,-30
0,485,60,-30
0,486,60,-30
0,487,60,-30
0,488,61,-30
0,489,61,-30
0,490,61,-30
0,491,61,-30
0,492,61,-30
0,493,61,-30
0,494,61,-30
0,495,61,-30
0,496,62,-31
0,497,62,-31
0,498,62,-31
0,499,62,-31
0,500,62,-31
0,501,62,-31
0,502,62,-31
0,503,62,-31
0,504,63,-31
0,505,63,-31
0,506,63,-31
0,507,63,-31
0,508,63,-31
0,509,63,-31
0,510,63,-31
0,511,63,-31
0,512,64,-32
0,513,64,-32
0,514,64,-32
0,515,64,-32
0,516,64,-32
0,517,64,-32
0,518,64,-32
0,519,64,-32
0,520,65,-32
0,521,65,-32
0,522,65,-32
0,523,65,-32
0,524,65,-32
0,525,65,-32
0,526,65,-32
0,527,65,-32
0,528,66,-33
0,529,66,-33
0,530,66,-33
0,531,66,-33
0,532,66,-33
0,533,66,-33
0,534,66,-33
0,535,66,-33
0,536,67,-33
0,537,67,-33
0,538,67,-33
0,539,67,-33
0,540,67,-33
0,541,67,-33
0,542,67,-33
0,543,67,-33
0,544,68,-34
0,545,68,-34
0,546,68,-34
0,547,68,-34
0,548,68,-34
0,549,68,-34
0,550,68,-34
0,551,68,-34
0,552,69,-34
0,553,69,-34
0,554,69,-34
0,555,69,-34
0,556,69,-34
0,557,69,-34
0,558,69,-34
0,559,69,-34
0,560,70,-35
0,561,70,-35
0,562,70,-35
0,563,70,-35
0,564,70,-35
0,565,70,-35
0,566,70,-35
0,567,70,-35
0,568,71,-35
0,569,71,-35
0,570,71,-35
0,571,71,-35
0,572,71,-35
0,573,71,-35
0,574,71,-35
0,575,71,-35
0,576,72,-36
0,577,72,-36
0,578,72,-36
0,579,72,-36
0,580,72,-36
0,581,72,-36
0,582,72,-36
0,583,72,-36
0,584,73,-36
0,585,73,-36
0,586,73,-36
0,587,73,-36
0,588,73,-36
0,589,73,-36
0,590,73,-36
0,591,73,-36
0,592,74,-37
0,593,74,-37
0,594,74,-37
0,595,74,-37
0,596,74,-37
0,597,74,-37
0,598,74,-37
0,599,74,-37
0,600,75,-37
0,601,75,-37
0,602,75,-37
0,603,75,-37
0,604,75,-37
0,605,75,-37
0,606,75,-37
0,607,75,-37
0,608,76,-38
0,609,76,-38
0,610,76,-38
0,611,76,-38
0,612,76,-38
0,613,76,-38
0,614,76,-38
0,615,76,-38
0,616,77,-38
0,617,77,-38
0,618,77,-38
0,619,77,-38
0,620,77,-38
0,621,77,-38
0,622,77,-38
0,623,77,-38
0,624,78,-39
0,625,78,-39
0,626,78,-39
0,627,78,-39
0,628,78,-39
0,629,78,-39
0,630,78,-39
0,631,78,-39
0,632,79,-39
0,633,79,-39
0,634,79,-39
0,635,79,-39
0,636,79,-39
0,637,79,-39
0,638,79,-39
0,639,79,-39
0,640,80,-40
0,641,80,-40
0,642,80,-40
0,643,80,-40
0,644,80,-40
0,645,80,-40
0,646,80,-40
0,647,80,-40
0,648,81,-40
0,649,81,-40
0,650,81,-40
0,651,81,-40
0,652,81,-40
0,653,81,-40
0,654,81,-40
0,655,81,-40
0,656,82,-41
0,657,82,-41
0,658,82,-41
0,659,82,-41
0,660,82,-41
0,661,82,-41
0,662,82,-41
0,663,82,-41
0,664,83,-41
0,665,83,-41
0,666,83,-41
0,667,83,-41
0,668,83,-41
0,669,83,-41
0,670,83,-41
0,671,83,-41
0,672,84,-42
0,673,84,-42
0,674,84,-42
0,675,84,-42
0,676,84,-42
0,677,84,-42
0,678,84,-42
0,679,84,-42
0,680,85,-42
0,681,85,-42
0,682,85,-42
0,683,85,-42
0,684,85,-42
0,685,85,-42
0,686,85,-42
0,687,85,-42
0,688,86,-43
0,689,86,-43
0,690,86,-43
0,691,86,-43
0,692,86,-43
0,693,86,-43
0,694,86,-43
0,695,86,-43
0,696,87,-43
0,697,87,-43
0,698,87,-43
0,699,87,-43
0,700,87,-43
0,701,87,-43
0,702,87,-43
0,703,87,-43
0,704,88,-44
0,705,88,-44
0,706,88,-44
0,707,88,-44
0,708,88,-44
0,709,88,-44
0,710,88,-44
0,711,88,-44
0,712,89,-44
0,713,89,-44
0,714,89,-44
0,715,89,-44
0,716,89,-44
0,717,89,-44
0,718,89,-44
0,719,89,-44
0,720,90,-45
0,721,90,-45
0,722,90,-45
0,723,90,-45
0,724,90,-45
0,725,90,-45
0,726,90,-45
0,727,90,-45
0,728,91,-45
0,729,91,-45
0,730,91,-45
0,731,91,-45
0,732,91,-45
0,733,91,-45
0,734,91,-45
0,735,91,-45
0,736,92,-46
0,737,92,-46
0,738,92,-46
0,739,92,-46
0,740,92,-46
0,741,92,-46
0,742,92,-46
0,743,92,-46
0,744,93,-46
0,745,93,-46
0,746,93,-46
0,747,93,-46
0,748,93,-46
0,749,93,-46
0,750,93,-46
0,751,93,-46
0,752,94,-47
0,753,94,-47
0,754,94,-47
0,755,94,-47
0,756,94,-47
0,757,94,-47
0,758,94,-47
0,759,94,-47
0,760,95,-47
0,761,95,-47
0,762,95,-47
0,763,95,-47
0,764,95,-47
0,765,95,-47
0,766,95,-47
0,767,95,-47
0,768,96,-48
0,769,96,-48
0,770,96,-48
0,771,96,-48
0,772,96,-48
0,773,96,-48
0,774,96,-48
0,775,96,-48
0,776,97,-48
0,777,97,-48
0,778,97,-48
0,779,97,-48
0,780,97,-48
0,781,97,-48
0,782,97,-48
0,783,97,-48
0,784,98,-49
0,785,98,-49
0,786,98,-49
0,787,98,-49
0,788,98,-49
0,789,98,-49
0,790,98,-49
0,791,98,-49
0,792,99,-49
0,793,99,-49
0,794,99,-49
0,795,99,-49
0,796,99,-49
0,797,99,-49
0,798,99,-49
0,799,99,-49
0,800,100,-50
0,801,100,-50
0,802,100,-50
0,803,100,-50
0,804,100,-50
0,805,100,-50
0,806,100,-50
0,807,100,-50
0,808,101,-50
0,809,101,-50
0,810,101,-50
0,811,101,-50
0,812,101,-50
0,813,101,-50
0,814,101,-50
0,815,101,-50
0,816,102,-51
0,817,102,-51
0,818,102,-51
0,819,102,-51
0,820,102,-51
0,821,102,-51
0,822,102,-51
0,823,102,-51
0,824,103,-51
0,825,103,-51
0,826,103,-51
0,827,103,-51
0,828,103,-51
0,829,103,-51
0,830,103,-51
0,831,103,-51
0,832,104,-52
0,833,104,-52
0,834,104,-52
0,835,104,-52
0,836,104,-52
0,837,104,-52
0,838,104,-52
0,839,104,-52
0,840,105,-52
0,841,105,-52
0,842,105,-52
0,843,105,-52
0,844,105,-52
0,845,105,-52
0,846,105,-52
0,847,105,-52
0,848,106,-53
0,849,106,-53
0,850,106,-53
0,851,106,-53
0,852,106,-53
0,853,106,-53
0,854,106,-53
0,855,106,-53
0,856,107,-53
0,857,107,-53
0,858,107,-53
0,859,107,-53
0,860,107,-53
0,861,107,-53
0,862,107,-53
0,863,107,-53
0,864,108,-54
0,865,108,-54
0,866,108,-54
0,867,108,-54
0,868,108,-54
0,869,108,-54
0,870,108,-54
0,871,108,-54
0,872,109,-54
0,873,109,-54
0,874,109,-54
0,875,109,-54
0,876,109,-54
0,877,109,-54
0,878,109,-54
0,879,109,-54
0,880,110,-55
0,881,110,-55
0,882,110,-55
0,883,110,-55
0,884,110,-55
0,885,110,-55
0,886,110,-55
0,887,110,-55
0,888,111,-55
0,889,111,-55
0,890,111,-55
0,891,111,-55
0,892,111,-55
0,893,111,-55
0,894,111,-55
0,895,111,-55
0,896,112,-56
0,897,112,-56
0,898,112,-56
0,899,112,-56
0,900,112,-56
0,901,112,-56
0,902,112,-56
0,903,112,-56
0,904,113,-56
0,905,113,-56
0,906,113,-56
0,907,113,-56
0,908,113,-56
0,909,113,-56
0,910,113,-56
0,911,113,-56
0,912,114,-57
0,913,114,-57
0,914,114,-57
0,915,114,-57
0,916,114,-57
0,917,114,-57
0,918,114,-57
0,919,114,-57
0,920,115,-57
0,921,115,-57
0,922,115,-57
0,923,115,-57
0,924,115,-57
0,925,115,-57
0,926,115,-57
0,927,115,-57
0,928,116,-58
0,929,116,-58
0,930,116,-58
0,931,116,-58
0,932,116,-58
0,933,116,-58
0,934,116,-58
0,935,116,-58
0,936,117,-58
0,937,117,-58
0,938,117,-58
0,939,117,-58
0,940,117,-58
0,941,117,-58
0,942,117,-58
0,943,117,-58
0,944,118,-59
0,945,118,-59
0,946,118,-59
0,947,118,-59
0,948,118,-59
0,949,118,-59
0,950,118,-59
0,951,118,-59
0,952,119,-59
0,953,119,-59
0,954,119,-59
0,955,119,-59
0,956,119,-59
0,957,119,-59
0,958,119,-59
0,959,119,-59
0,960,120,-60
0,961,120,-60
0,962,120,-60
0,963,120,-60
0,964,120,-60
0,965,120,-60
0,966,120,-60
0,967,120,-60
0,968,121,-60
0,969,121,-60
0,970,121,-60
0,971,121,-60
0,972,121,-60
0,973,121,-60
0,974,121,-60
0,975,121,-60
0,976,122,-61
0,977,122,-61
0,978,122,-61
0,979,122,-61
0,980,122,-61
0,981,122,-61
0,982,122,-61
0,983,122,-61
0,984,123,-61
0,985,123,-61
0,986,123,-61
0,987,123,-61
0,988,123,-61
0,989,123,-61
0,990,123,-61
0,991,123,-61
0,992,124,-62
0,993,124,-62
0,994,124,-62
0,995,124,-62
0,996,124,-62
0,997,124,-62
0,998,124,-62
0,999,124,-62
0,1000,125,-62
0,1001,125,-62
0,1002,125,-62
0,1003,125,-62
0,1004,125,-62
0,1005,125,-62
0,1006,125,-62
0,1007,125,-62
0,1008,126,-63
0,1009,126,-63
0,1010,126,-63
0,1011,126,-63
0,1012,126,-63
0,1013,126,-63
0,1014,126,-63
0,1015,126,-63
0,1016,127,-63
0,1017,127,-63
0,1018,127,-63
0,1019,127,-63
0,1020,127,-63
0,1021,127,-63
0,1022,127,-63
0,1023,127,-63
