block_idx,sample_idx,i,q
0,297,31197,22118
0,298,-12993,8170
0,299,10281,-13577
0,300,19362,32046
0,301,24582,10165
0,302,13497,11170
0,303,10701,-1014
0,304,-1371,17818
0,305,-9242,14424
0,306,29777,-12737
0,307,7154,4503
0,308,23394,6787
0,309,24931,31167
0,310,-21024,-4404
0,311,-18557,-9940
0,312,-30451,-22496
0,313,-22906,-17397
0,314,-25207,-12761
0,315,26455,-21039
0,316,31465,-25637
0,317,649,-30046
0,318,-3511,8126
0,319,12104,-5995
0,320,-24638,-27271
0,321,13032,-23429
0,322,-3972,23539
0,323,10209,29598
0,324,19460,-16178
0,325,3171,-17223
0,326,-12764,-31098
0,327,-11193,-28248
0,328,-18980,-23840
0,329,18838,-17093
0,330,-6280,-2352
0,331,13753,-13351
0,332,-13919,-1124
0,333,-14017,-13174
0,334,-10924,16571
0,335,355,-23022
0,336,27644,22506
0,337,14529,2777
0,338,-15273,-15315
0,339,-30315,-21883
0,340,-3784,2966
0,341,-13779,2652
0,342,17817,-4870
0,343,-6515,31781
0,344,-20564,-20169
0,345,25448,-12915
0,346,20272,-16205
0,347,-10345,-16942
0,348,-13914,-18755
0,349,7857,-22360
0,350,17774,24974
0,351,13245,-15272
0,352,24848,-15124
0,353,5754,-8168
0,354,-14259,-21500
0,355,6841,32084
0,356,9459,-16579
0,357,-27936,26152
0,358,-26344,-21800
0,359,-5735,6567
0,360,-10630,-7804
0,361,-10179,-11729
0,362,-445,-23380
0,363,-12040,30485
0,364,-19835,-23084
0,365,-4037,12110
0,366,-20329,24124
0,367,12205,-13893
0,368,-6809,-28912
0,369,-8806,-24704
0,370,6244,-14617
0,371,-23542,-20994
0,372,9769,-22733
0,373,-25103,-28910
0,374,20526,23576
0,375,-1720,6499
0,376,-27911,9431
0,377,-4220,-28939
0,378,-275,-3598
0,379,-4848,6560
0,380,-26165,21246
0,381,28648,720
0,382,-3086,-26032
0,383,27183,-16260
0,384,31675,10790
0,385,-5379,-25913
0,386,29550,5021
0,387,-6898,20780
0,388,-6374,3472
0,389,-26542,14040
0,390,21133,30566
0,391,-13042,30338
0,392,6533,-22246
0,393,6292,26922
0,394,-1079,8846
0,395,-30943,4488
0,396,-13352,-4567
0,397,26744,-7280
0,398,2552,-14597
0,399,-23197,-13336
0,400,-22833,25389
0,401,-6206,-22218
0,402,-24132,152
0,403,20123,12297
0,404,-4022,5317
0,405,-19533,24295
0,406,-19073,-7915
0,407,-30671,153
0,408,13207,-29354
0,409,13288,-26023
0,410,17861,-12776
0,411,29231,-14292
0,412,-787,31042
0,413,29574,15930
0,414,-18260,2163
0,415,26065,-1704
0,416,-27512,-19867
0,417,-32620,-8672
0,418,-27053,3641
0,419,2049,31098
0,420,-12315,-11258
0,421,17663,-22042
0,422,-5322,10439
0,423,3477,19425
0,424,-3371,30012
0,425,-30202,10434
0,426,-15684,25942
0,427,-29429,-26708
0,428,-26033,-10213
0,429,21961,802
0,430,18331,-12346
0,431,16734,20685
0,432,23047,-26484
0,433,-14774,16565
0,434,-8554,28888
0,435,26803,-16045
0,436,-32197,-16282
0,437,-12629,3624
0,438,-14710,14984
0,439,6806,17856
0,440,20633,4667
0,441,-17038,-17648
0,442,29483,-9775
0,443,-11009,-29808
0,444,-286,-1127
0,445,-27563,-24792
0,446,-11862,-5232
0,447,-9030,-23999
0,448,12213,30378
0,449,-12274,9514
0,450,20844,-23362
0,451,-18989,-5826
0,452,-5914,-15886
0,453,-17164,-25190
0,454,1487,2578
0,455,28247,-2702
0,456,32016,24889
0,457,29890,12737
0,458,-7574,-4819
0,459,512,8255
0,460,542,11687
0,461,5181,5608
0,462,-3037,-3844
0,463,-17429,15978
0,464,8805,-19558
0,465,-23637,11324
0,466,6677,-18629
0,467,-23644,-16448
0,468,-26237,32231
0,469,13142,2598
0,470,-1670,14888
0,471,29978,13636
0,472,-4460,18191
0,473,-29065,1956
0,474,-31657,24342
0,475,-7523,-25478
0,476,-31870,-9965
0,477,1928,-29565
0,478,3533,-3008
0,479,23219,-17478
0,480,12794,-6762
0,481,10179,12776
0,482,30126,-24933
0,483,-22482,-27462
0,484,26678,25294
0,485,1775,12167
0,486,-31137,-17625
0,487,-5325,-23489
0,488,8989,12442
0,489,16977,-22237
0,490,-26149,30561
0,491,31871,16864
0,492,-29062,19172
0,493,4482,10987
0,494,22846,-22482
0,495,17131,-18850
0,496,10912,11766
0,497,-30348,-14410
0,498,23894,-969
0,499,-31354,23031
0,500,-31891,13959
0,501,20822,19889
0,502,-16317,13720
0,503,2669,18155
0,504,5548,-12846
0,505,12802,-15607
0,506,4726,-6116
0,507,-6757,23679
0,508,-16773,-8088
0,509,18295,-18945
0,510,-20,-3977
0,511,-24816,9873
0,512,11850,-11369
0,513,-25369,-30496
0,514,-7487,-1470
0,515,7772,26503
0,516,16879,-30382
0,517,-318,16198
0,518,2164,7518
0,519,11549,-21037
0,520,19728,-20397
0,521,-19026,12096
0,522,-15840,-22117
0,523,-15671,28310
0,524,3280,-17837
0,525,21163,-11534
0,526,-20492,-15883
0,527,10493,-2592
0,528,-23896,32099
0,529,-18128,-4878
0,530,10815,1910
0,531,-22519,13049
0,532,-26050,-31908
0,533,4907,-461
0,534,-9663,-22617
0,535,22536,25607
0,536,-8102,-19963
0,537,-18368,24577
0,538,-890,8070
0,539,32615,7138
0,540,-31577,-30735
0,541,-27985,-15446
0,542,24604,-16487
0,543,-11686,25038
0,544,-15707,1598
0,545,3922,5803
0,546,1629,-17755
0,547,-603,-29622
0,548,-5354,-8914
0,549,6198,-11624
0,550,-2421,7063
0,551,7772,10723
0,552,-17798,-2197
0,553,-24028,-20555
0,554,15877,15611
0,555,2549,-22143
0,556,7115,-23731
0,557,7321,-13264
0,558,16124,1513
0,559,22671,2331
0,560,-28016,1524
0,561,-4500,-9434
0,562,-1781,27811
0,563,8636,7704
0,564,7255,9382
0,565,-9251,30683
0,566,-11369,-18795
0,567,-30755,8652
0,568,-9879,-3476
0,569,-31325,-2148
0,570,15251,-6664
0,571,-22471,-7574
0,572,-17295,16265
0,573,4410,-14266
0,574,30443,-22005
0,575,721,-19382
0,576,10575,30036
0,577,-17509,-6586
0,578,19397,3012
0,579,26395,6423
0,580,8241,-8534
0,581,21137,5076
0,582,-24584,-31530
0,583,23964,-7122
0,584,-16006,16517
0,585,-14719,8405
0,586,-7499,-15229
0,587,25414,-14088
0,588,-9004,-5315
0,589,-32616,-9808
0,590,-30231,-8266
0,591,-3879,29674
0,592,-10142,-25998
0,593,27781,12463
0,594,11365,-3413
0,595,-26074,29847
0,596,5686,16555
0,597,1021,5120
0,598,12296,-26354
0,599,-12414,885
0,600,1294,19666
0,601,-29532,-6821
0,602,8285,22891
0,603,25909,19249
0,604,5638,-3512
0,605,18451,31543
0,606,-9987,15554
0,607,-30758,8343
0,608,22431,9725
0,609,-28957,-21031
0,610,22539,-28056
0,611,-27690,-4478
0,612,-24102,20627
0,613,27726,26247
0,614,-512,22504
0,615,-1818,-8162
0,616,22280,16830
0,617,11825,10617
0,618,19430,15413
0,619,19571,24990
0,620,8909,-3596
0,621,-1536,19949
0,622,906,31990
0,623,-7356,19707
0,624,4641,-25409
0,625,-19490,-24735
0,626,29806,22092
0,627,-15158,14049
0,628,-14599,30091
0,629,19161,-19054
0,630,-9990,2452
0,631,-10751,-13597
0,632,-30144,-4035
0,633,26746,-20051
0,634,-13410,-27347
0,635,-3172,18486
0,636,-2663,5824
0,637,16216,-20581
0,638,-28135,-28690
0,639,17882,24506
0,640,-5893,-2051
0,641,15825,3857
0,642,5205,-30289
0,643,27984,-16894
0,644,-29495,-9894
0,645,6654,12673
0,646,-1813,-13416
0,647,15258,-27004
0,648,23739,-11275
0,649,17752,-28828
0,650,-27706,23159
0,651,-6095,-16469
0,652,281,-8450
0,653,-13319,24787
0,654,-5052,-7973
0,655,-23340,-25126
0,656,16751,32119
0,657,12350,177
0,658,-9032,-2445
0,659,31249,-5764
0,660,16063,4828
0,661,20723,27044
0,662,-11367,15314
0,663,-32331,-6603
0,664,-8440,-1227
0,665,14069,30600
0,666,-13140,-22411
0,667,22317,19673
0,668,-9276,21409
0,669,18626,-14813
0,670,11673,-22880
0,671,-16266,11435
0,672,12011,-29314
0,673,14122,-3245
0,674,30188,2527
0,675,23841,16108
0,676,20788,6044
0,677,-17477,-15574
0,678,5834,22746
0,679,15410,21484
0,680,27816,15187
0,681,13704,-20498
0,682,15860,-22594
0,683,8399,-8914
0,684,-9073,-325
0,685,20132,-29514
0,686,4645,4983
0,687,-9737,-15170
0,688,-4343,17882
0,689,-18996,-12361
0,690,8919,-21720
0,691,-9744,-10770
0,692,-10469,18940
0,693,-19089,-11827
0,694,16985,828
0,695,18326,-14531
0,696,-7671,-2081
0,697,-7381,-31404
0,698,23256,-30895
0,699,28284,-6513
0,700,14325,462
0,701,8244,1645
0,702,16667,-26759
0,703,20196,4926
0,704,9171,6525
0,705,-4269,-8295
0,706,11448,-12727
0,707,-10650,13854
0,708,-21877,-3382
0,709,-16762,7157
0,710,-29047,-9762
0,711,-1603,-22338
0,712,23814,-18723
0,713,658,-14831
0,714,12677,-8303
0,715,24119,10184
0,716,31969,-1740
0,717,20203,21635
0,718,26874,-17673
0,719,29600,6089
0,720,30228,-21781
0,721,-8219,16214
0,722,-4198,-10904
0,723,4553,-32092
0,724,-2445,2553
0,725,29131,1452
0,726,22060,7512
0,727,-31899,-24760
0,728,-3856,13547
0,729,1706,3020
0,730,9910,19462
0,731,31022,-6642
0,732,1877,-26319
0,733,-17967,6937
0,734,17527,27891
0,735,-26544,-22050
0,736,-21048,-10644
0,737,11099,30626
0,738,21143,-5719
0,739,-22032,7609
0,740,-20964,13188
0,741,-32562,19508
0,742,1563,9266
0,743,3684,-8666
0,744,12660,-10364
0,745,-6069,12536
0,746,-32038,-621
0,747,453,14866
0,748,31459,-14070
0,749,-1457,-26859
0,750,-13354,10018
0,751,4726,32725
0,752,22419,-824
0,753,5814,-5160
0,754,22504,-18931
0,755,-5928,-26357
0,756,-26010,-17726
0,757,3747,18352
0,758,-7060,10672
0,759,16652,-31219
0,760,31518,18094
0,761,31831,-15241
0,762,26780,-13866
0,763,-12390,32046
0,764,21456,27164
0,765,20033,-24075
0,766,1092,19515
0,767,16897,5194
0,768,-4048,-25594
0,769,-23087,6850
0,770,-25363,16228
0,771,-10500,-6650
0,772,-3933,2667
0,773,-30261,7017
0,774,-6170,-32702
0,775,6502,-14006
0,776,14290,-23811
0,777,-12608,32572
0,778,2879,-27818
0,779,3905,-29177
0,780,7388,-10151
0,781,7556,-28872
0,782,-261,13531
0,783,22113,28034
0,784,-25403,-30502
0,785,3306,23371
0,786,2606,-10434
0,787,-29313,-3911
0,788,-24114,13017
0,789,-20247,23015
0,790,-28884,-17550
0,791,29167,2630
0,792,9346,-7316
0,793,-9137,5873
0,794,12859,-27344
0,795,-5763,-21241
0,796,14151,29114
0,797,-5090,6451
0,798,24689,-31765
0,799,21861,-3350
0,800,-3757,22786
0,801,900,-13260
0,802,-20217,3639
0,803,-12551,-2108
0,804,4017,30075
0,805,21800,11187
0,806,32647,27774
0,807,-160,-7868
0,808,-28394,-16550
0,809,31029,-9177
0,810,10698,752
0,811,-26502,-23123
0,812,-10167,7514
0,813,-16287,-16757
0,814,-7731,-7170
0,815,18689,-31791
0,816,4086,1907
0,817,-11613,-2709
0,818,-16877,-20025
0,819,2398,24733
0,820,1089,30675
0,821,-32091,-7358
0,822,1631,-25977
0,823,-10395,3344
0,824,-30660,19512
0,825,-23877,-21255
0,826,688,12276
0,827,-11158,-28586
0,828,29590,-12996
0,829,-17346,15766
0,830,24710,2292
0,831,5368,16607
0,832,18877,-1163
0,833,6869,-7391
0,834,23005,-1331
0,835,18578,-13943
0,836,30958,-21280
0,837,26100,-22605
0,838,-31844,17913
0,839,9773,21955
0,840,21772,31024
0,841,19304,17963
0,842,8612,7957
0,843,18454,15271
0,844,26499,3460
0,845,-31492,4721
0,846,31709,-5314
0,847,-28053,-20985
0,848,32376,3922
0,849,-21785,21207
0,850,2351,7045
0,851,32589,25094
0,852,4151,17856
0,853,-18327,19219
0,854,-5751,-6820
0,855,4074,-24109
0,856,-13440,32486
0,857,-30650,17599
0,858,-2726,-21501
0,859,23916,5151
0,860,23675,-9313
0,861,-16657,-19091
0,862,213,-27081
0,863,464,31051
0,864,-3692,-10237
0,865,-32551,-14257
0,866,2,-13959
0,867,-2904,-22234
0,868,-6121,24698
0,869,4815,-24610
0,870,18217,23419
0,871,16407,-20393
0,872,-6686,17597
0,873,3583,-2924
0,874,703,21702
0,875,14999,10920
0,876,-30227,-29862
0,877,27154,-17581
0,878,-29275,-16312
0,879,8600,6539
0,880,21136,-15860
0,881,-3577,-25847
0,882,-13018,25138
0,883,-1955,16761
0,884,-10807,-11709
0,885,-2764,21464
0,886,27056,-23897
0,887,10857,281
0,888,-6851,-8127
0,889,-11937,13334
0,890,-4591,7080
0,891,-32639,-3271
0,892,29956,-15881
0,893,7609,19428
0,894,-14912,3675
0,895,3993,25508
0,896,-763,-17565
0,897,-14101,-1294
0,898,-14532,10795
0,899,4512,-25873
0,900,-15917,10475
0,901,-12334,-18378
0,902,-30980,24494
0,903,-4071,7506
0,904,22415,27238
0,905,18170,-17235
0,906,5584,-11968
0,907,20753,-26169
0,908,-32576,13029
0,909,18680,10708
0,910,28588,14744
0,911,235,30514
0,912,3448,-17858
0,913,-32007,3803
0,914,-17107,25936
0,915,9078,-19822
0,916,8507,-14124
0,917,9412,23254
0,918,7303,1543
0,919,-17079,-11158
0,920,-23809,-2359
0,921,-17301,-8984
0,922,-14353,29782
0,923,-3350,2495
0,924,15305,-943
0,925,9492,-13326
0,926,-26895,17369
0,927,-3381,17359
0,928,-30888,17503
0,929,18059,-20257
0,930,-1344,9148
0,931,-24494,-13292
0,932,-21049,4594
0,933,5949,18190
0,934,-29563,12784
0,935,-24400,1151
0,936,-19552,3789
0,937,2084,8031
0,938,-19810,14232
0,939,-5634,27631
0,940,-2190,11843
0,941,-5663,2168
0,942,6507,6596
0,943,18199,20350
0,944,7354,17083
0,945,18077,-32311
0,946,-19334,16128
0,947,12982,7651
0,948,-29212,6337
0,949,-23505,-30897
0,950,-29032,-1255
0,951,-24908,-29971
0,952,-10031,10688
0,953,13657,19950
0,954,6913,-27467
0,955,4377,-7211
0,956,-15350,10175
0,957,14852,-16534
0,958,-29306,-21586
0,959,-27519,8898
0,960,-9652,22897
0,961,32558,14994
0,962,-12679,-343
0,963,19390,32023
0,964,6330,24502
0,965,14951,4292
0,966,-29745,24292
0,967,-13308,7011
0,968,2034,-9892
0,969,-31656,7138
0,970,-18476,19444
0,971,-3529,7745
0,972,1878,19089
0,973,-3268,-23277
0,974,6696,-2195
0,975,23409,-16605
0,976,-3364,8972
0,977,458,-4479
0,978,-30098,16408
0,979,13351,-32256
0,980,8134,-818
0,981,-20585,12694
0,982,-10573,-18445
0,983,-22925,18246
0,984,-25272,-28611
0,985,-24194,22354
0,986,18157,4603
0,987,-32111,20624
0,988,21014,-16652
0,989,29526,27344
0,990,4568,-4370
0,991,16679,25507
0,992,17526,-7759
0,993,-27922,10613
0,994,18624,-28704
0,995,-26051,-19445
0,996,-19015,31302
0,997,-21023,3627
0,998,-20219,29902
0,999,-11456,-7927
0,1000,21359,-7401
0,1001,-11367,-30860
0,1002,25955,31205
0,1003,-5973,-26882
0,1004,4708,9510
0,1005,10919,-17728
0,1006,21255,7974
0,1007,-29492,-25909
0,1008,-26383,18350
0,1009,-31396,-15563
0,1010,-1536,-16637
0,1011,-6000,-2941
0,1012,19149,-25986
0,1013,8130,-1925
0,1014,3743,7349
0,1015,-1764,-28340
0,1016,15035,17347
0,1017,-12656,11147
0,1018,31153,19876
0,1019,-9392,31336
0,1020,-23188,-9639
0,1021,-11760,-3939
0,1022,15535,21151
0,1023,-21214,-10293
